"int","int_label","has_participant","participant_label","has_dissociation_constant","dissociation_constant_value","dissociation_constant_error","is_confirmed_by","is_outcome_of"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtlf","3.41e-07","3.54e-08","http://rdf.freebase.com/ns/m.0glhtjt","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtlf","3.41e-07","3.54e-08","http://rdf.freebase.com/ns/m.0glhtk1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtlf","3.41e-07","3.54e-08","http://rdf.freebase.com/ns/m.0glhtk9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtln","1.6e-08","1.8e-09","http://rdf.freebase.com/ns/m.0glhth1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtln","1.6e-08","1.8e-09","http://rdf.freebase.com/ns/m.0glhth9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtln","1.6e-08","1.8e-09","http://rdf.freebase.com/ns/m.0glhthk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtln","1.6e-08","1.8e-09","http://rdf.freebase.com/ns/m.0glhtht","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtln","1.6e-08","1.8e-09","http://rdf.freebase.com/ns/m.0glhtj1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtln","1.6e-08","1.8e-09","http://rdf.freebase.com/ns/m.0glhtj9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtln","1.6e-08","1.8e-09","http://rdf.freebase.com/ns/m.0glhtjk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtln","1.6e-08","1.8e-09","http://rdf.freebase.com/ns/m.0glhtjt","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtln","1.6e-08","1.8e-09","http://rdf.freebase.com/ns/m.0glhtk1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtln","1.6e-08","1.8e-09","http://rdf.freebase.com/ns/m.0glhtk9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtlw","1.41e-08","2e-09","http://rdf.freebase.com/ns/m.0glhth1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtlw","1.41e-08","2e-09","http://rdf.freebase.com/ns/m.0glhth9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtlw","1.41e-08","2e-09","http://rdf.freebase.com/ns/m.0glhthk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtlw","1.41e-08","2e-09","http://rdf.freebase.com/ns/m.0glhtht","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtlw","1.41e-08","2e-09","http://rdf.freebase.com/ns/m.0glhtj1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtlw","1.41e-08","2e-09","http://rdf.freebase.com/ns/m.0glhtj9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtlw","1.41e-08","2e-09","http://rdf.freebase.com/ns/m.0glhtjk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtlw","1.41e-08","2e-09","http://rdf.freebase.com/ns/m.0glhtjt","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtlw","1.41e-08","2e-09","http://rdf.freebase.com/ns/m.0glhtk1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtlw","1.41e-08","2e-09","http://rdf.freebase.com/ns/m.0glhtk9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtm2","2.34e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glhth1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtm2","2.34e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glhth9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtm2","2.34e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glhthk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtm2","2.34e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glhtht","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtm2","2.34e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glhtj1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtm2","2.34e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glhtj9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtm2","2.34e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glhtjk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtm2","2.34e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glhtjt","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtm2","2.34e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glhtk1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtm2","2.34e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glhtk9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtm9","4.034e-07","7.73e-08","http://rdf.freebase.com/ns/m.0glhth1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtm9","4.034e-07","7.73e-08","http://rdf.freebase.com/ns/m.0glhth9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtm9","4.034e-07","7.73e-08","http://rdf.freebase.com/ns/m.0glhthk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtm9","4.034e-07","7.73e-08","http://rdf.freebase.com/ns/m.0glhtht","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtm9","4.034e-07","7.73e-08","http://rdf.freebase.com/ns/m.0glhtj1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtm9","4.034e-07","7.73e-08","http://rdf.freebase.com/ns/m.0glhtj9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtm9","4.034e-07","7.73e-08","http://rdf.freebase.com/ns/m.0glhtjk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtm9","4.034e-07","7.73e-08","http://rdf.freebase.com/ns/m.0glhtjt","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtm9","4.034e-07","7.73e-08","http://rdf.freebase.com/ns/m.0glhtk1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtm9","4.034e-07","7.73e-08","http://rdf.freebase.com/ns/m.0glhtk9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtmj","5.181e-06","6.029e-07","http://rdf.freebase.com/ns/m.0glhth1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtmj","5.181e-06","6.029e-07","http://rdf.freebase.com/ns/m.0glhth9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtmj","5.181e-06","6.029e-07","http://rdf.freebase.com/ns/m.0glhthk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtmj","5.181e-06","6.029e-07","http://rdf.freebase.com/ns/m.0glhtht","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtmj","5.181e-06","6.029e-07","http://rdf.freebase.com/ns/m.0glhtj1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtmj","5.181e-06","6.029e-07","http://rdf.freebase.com/ns/m.0glhtj9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtmj","5.181e-06","6.029e-07","http://rdf.freebase.com/ns/m.0glhtjk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtmj","5.181e-06","6.029e-07","http://rdf.freebase.com/ns/m.0glhtjt","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtmj","5.181e-06","6.029e-07","http://rdf.freebase.com/ns/m.0glhtk1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtmj","5.181e-06","6.029e-07","http://rdf.freebase.com/ns/m.0glhtk9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtmr","3.73e-07","3.26e-08","http://rdf.freebase.com/ns/m.0glhth1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtmr","3.73e-07","3.26e-08","http://rdf.freebase.com/ns/m.0glhth9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtmr","3.73e-07","3.26e-08","http://rdf.freebase.com/ns/m.0glhthk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtmr","3.73e-07","3.26e-08","http://rdf.freebase.com/ns/m.0glhtht","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtmr","3.73e-07","3.26e-08","http://rdf.freebase.com/ns/m.0glhtj1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtmr","3.73e-07","3.26e-08","http://rdf.freebase.com/ns/m.0glhtj9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtmr","3.73e-07","3.26e-08","http://rdf.freebase.com/ns/m.0glhtjk","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtmr","3.73e-07","3.26e-08","http://rdf.freebase.com/ns/m.0glhtjt","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtmr","3.73e-07","3.26e-08","http://rdf.freebase.com/ns/m.0glhtk1","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glhtbd","12902353-PrP-Interaction-1","http://rdf.freebase.com/ns/m.0glhtdw","12902353-PrP-1","http://rdf.freebase.com/ns/m.0glhtmr","3.73e-07","3.26e-08","http://rdf.freebase.com/ns/m.0glhtk9","http://rdf.freebase.com/ns/m.0glht5l"
"http://rdf.freebase.com/ns/m.0glj6xw","10449422-yeast phenylalanine tRNA-Interaction-2","http://rdf.freebase.com/ns/m.0glj70l","yeast phenylalanine tRNA","http://rdf.freebase.com/ns/m.0glj71w","2.6e-08","1.4e-09","http://rdf.freebase.com/ns/m.0glj6_w","http://rdf.freebase.com/ns/m.0glj6rl"
"http://rdf.freebase.com/ns/m.0glj6xw","10449422-yeast phenylalanine tRNA-Interaction-2","http://rdf.freebase.com/ns/m.0glj75z","10449422-yeast phenylalanine tRNA-2","http://rdf.freebase.com/ns/m.0glj71w","2.6e-08","1.4e-09","http://rdf.freebase.com/ns/m.0glj6_w","http://rdf.freebase.com/ns/m.0glj6rl"
"http://rdf.freebase.com/ns/m.0glj6y2","10449422-yeast phenylalanine tRNA-Interaction-1","http://rdf.freebase.com/ns/m.0glj6_m","10449422-yeast phenylalanine tRNA-1","http://rdf.freebase.com/ns/m.0glj703","1.2e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glj6_w","http://rdf.freebase.com/ns/m.0glj6rl"
"http://rdf.freebase.com/ns/m.0glj6y2","10449422-yeast phenylalanine tRNA-Interaction-1","http://rdf.freebase.com/ns/m.0glj70l","yeast phenylalanine tRNA","http://rdf.freebase.com/ns/m.0glj703","1.2e-08","1.2e-09","http://rdf.freebase.com/ns/m.0glj6_w","http://rdf.freebase.com/ns/m.0glj6rl"
"http://rdf.freebase.com/ns/m.0glj6y9","10449422-yeast phenylalanine tRNA-Interaction-3","http://rdf.freebase.com/ns/m.0glj70l","yeast phenylalanine tRNA","http://rdf.freebase.com/ns/m.0glj71n","2.1e-08","1.5e-09","http://rdf.freebase.com/ns/m.0glj6_w","http://rdf.freebase.com/ns/m.0glj6rl"
"http://rdf.freebase.com/ns/m.0glj6y9","10449422-yeast phenylalanine tRNA-Interaction-3","http://rdf.freebase.com/ns/m.0glj7gl","10449422-yeast phenylalanine tRNA-Ma-1","http://rdf.freebase.com/ns/m.0glj71n","2.1e-08","1.5e-09","http://rdf.freebase.com/ns/m.0glj6_w","http://rdf.freebase.com/ns/m.0glj6rl"
"http://rdf.freebase.com/ns/m.0gm76j_","10805157-L-selectin-Interaction-4","http://rdf.freebase.com/ns/m.0gm92ng","10805157-L-selectin-4","http://rdf.freebase.com/ns/m.0gm92p1","6.6e-09","1.5e-09","http://rdf.freebase.com/ns/m.0gm76tc","http://rdf.freebase.com/ns/m.0gm76j5"
"http://rdf.freebase.com/ns/m.0gm76kn","10805157-L-selectin-Interaction-2","http://rdf.freebase.com/ns/m.0gm92h3","10805157-L-selectin-2","http://rdf.freebase.com/ns/m.0gm92hp","4.9e-09","4.5e-10","http://rdf.freebase.com/ns/m.0gm76tc","http://rdf.freebase.com/ns/m.0gm76j5"
"http://rdf.freebase.com/ns/m.0gm76kw","10805157-L-selectin-Interaction-6","http://rdf.freebase.com/ns/m.0gm92r4","10805157-L-selectin-6","http://rdf.freebase.com/ns/m.0gm92rf","1.3e-09","1.5e-10","http://rdf.freebase.com/ns/m.0gm76tc","http://rdf.freebase.com/ns/m.0gm76j5"
"http://rdf.freebase.com/ns/m.0gm941z","12219078-Streptavidin-Interaction-1","http://rdf.freebase.com/ns/m.0gm942v","12219078-Streptavidin-1","http://rdf.freebase.com/ns/m.0gm943b","8.9e-08","1.4e-08","http://rdf.freebase.com/ns/m.0gm9432","http://rdf.freebase.com/ns/m.0gm93_r"
"http://rdf.freebase.com/ns/m.0gm9425","12219078-Streptavidin-Interaction-2","http://rdf.freebase.com/ns/m.0gm947x","12219078-Streptavidin-2","http://rdf.freebase.com/ns/m.0gm948d","1.53e-07","2.8e-08","http://rdf.freebase.com/ns/m.0gm9484","http://rdf.freebase.com/ns/m.0gm93_r"
"http://rdf.freebase.com/ns/m.0gm94bl","12135392-NFkBRelAp65-Interaction-1","http://rdf.freebase.com/ns/m.0gm94cz","Human Nuclear Factor kB RelA/p65","http://rdf.freebase.com/ns/m.0gm94dx","4.8e-09","2e-10","http://rdf.freebase.com/ns/m.0gm94dn","http://rdf.freebase.com/ns/m.0gm949t"
"http://rdf.freebase.com/ns/m.0gm94bl","12135392-NFkBRelAp65-Interaction-1","http://rdf.freebase.com/ns/m.0gm94d6","12135392-NFkBRelAp65-1","http://rdf.freebase.com/ns/m.0gm94dx","4.8e-09","2e-10","http://rdf.freebase.com/ns/m.0gm94dn","http://rdf.freebase.com/ns/m.0gm949t"
"http://rdf.freebase.com/ns/m.0gm9cn6","15889141-hnRNP L-Interaction-12","http://rdf.freebase.com/ns/m.0gm9dxf","15889141-hnRNP L-12","http://rdf.freebase.com/ns/m.0gm9d9t","9.25e-07","1.162e-07","http://rdf.freebase.com/ns/m.0gm9d0v","http://rdf.freebase.com/ns/m.0gm9cl9"
"http://rdf.freebase.com/ns/m.0gm9cnf","15889141-hnRNP L-Interaction-9","http://rdf.freebase.com/ns/m.0gm9drg","15889141-hnRNP L-9","http://rdf.freebase.com/ns/m.0gm9dbj","4.514e-07","1.828e-07","http://rdf.freebase.com/ns/m.0gm9d0v","http://rdf.freebase.com/ns/m.0gm9cl9"
"http://rdf.freebase.com/ns/m.0gm9cnn","15889141-hnRNP L-Interaction-1","http://rdf.freebase.com/ns/m.0gm9d0l","15889141-hnRNP L-1","http://rdf.freebase.com/ns/m.0gm9d12","7.2e-09","5.1e-09","http://rdf.freebase.com/ns/m.0gm9d0v","http://rdf.freebase.com/ns/m.0gm9cl9"
"http://rdf.freebase.com/ns/m.0gm9cnw","15889141-hnRNP L-Interaction-7","http://rdf.freebase.com/ns/m.0gm9dny","15889141-hnRNP L-7","http://rdf.freebase.com/ns/m.0gm9d94","7.07e-08","5.91e-08","http://rdf.freebase.com/ns/m.0gm9d0v","http://rdf.freebase.com/ns/m.0gm9cl9"
"http://rdf.freebase.com/ns/m.0gm9cp2","15889141-hnRNP L-Interaction-2","http://rdf.freebase.com/ns/m.0gm9d69","15889141-hnRNP L-2","http://rdf.freebase.com/ns/m.0gm9d6r","8.1e-09","2.4e-09","http://rdf.freebase.com/ns/m.0gm9d0v","http://rdf.freebase.com/ns/m.0gm9cl9"
"http://rdf.freebase.com/ns/m.0gm9cp9","15889141-hnRNP L-Interaction-4","http://rdf.freebase.com/ns/m.0gm9dd2","15889141-hnRNP L-4","http://rdf.freebase.com/ns/m.0gm9d9c","1.76e-08","3.1e-09","http://rdf.freebase.com/ns/m.0gm9d0v","http://rdf.freebase.com/ns/m.0gm9cl9"
"http://rdf.freebase.com/ns/m.0gm9cpj","15889141-hnRNP L-Interaction-13","http://rdf.freebase.com/ns/m.0gm9dzn","15889141-hnRNP L-13","http://rdf.freebase.com/ns/m.0gm9d8y","9.89e-07","5.445e-07","http://rdf.freebase.com/ns/m.0gm9d0v","http://rdf.freebase.com/ns/m.0gm9cl9"
"http://rdf.freebase.com/ns/m.0gm9cpr","15889141-hnRNP L-Interaction-6","http://rdf.freebase.com/ns/m.0gm9dml","15889141-hnRNP L-6","http://rdf.freebase.com/ns/m.0gm9db2","4.8e-08","2.4e-08","http://rdf.freebase.com/ns/m.0gm9d0v","http://rdf.freebase.com/ns/m.0gm9cl9"
"http://rdf.freebase.com/ns/m.0gm9cpz","15889141-hnRNP L-Interaction-11","http://rdf.freebase.com/ns/m.0gm9dw9","15889141-hnRNP L-11","http://rdf.freebase.com/ns/m.0gm9d9l","8.593e-07","2.622e-07","http://rdf.freebase.com/ns/m.0gm9d0v","http://rdf.freebase.com/ns/m.0gm9cl9"
