"int","int_label","has_participant","participant_label","has_dissociation_constant","dissociation_constant_value","dissociation_constant_error","is_confirmed_by","is_outcome_of"
"http://rdf.freebase.com/ns/m.0h_57wt","16289104-ethanolamine-Interaction-3","http://rdf.freebase.com/ns/m.0h_58c0","16289104-ethanolamine-3","http://rdf.freebase.com/ns/m.0h_58c_","1.7e-08",,"http://rdf.freebase.com/ns/m.0h_585c","http://rdf.freebase.com/ns/m.0h_57sy"
"http://rdf.freebase.com/ns/m.0h_59y5","16194066-HIV-1 reverse transcriptase-Interaction-1","http://rdf.freebase.com/ns/m.0h_5b1l","16194066-HIV-1 reverse transcriptase-1","http://rdf.freebase.com/ns/m.0h_5b5c","1.9e-10",,"http://rdf.freebase.com/ns/m.0h_5b51","http://rdf.freebase.com/ns/m.0h_59ws"
"http://rdf.freebase.com/ns/m.0h_59y5","16194066-HIV-1 reverse transcriptase-Interaction-1","http://rdf.freebase.com/ns/m.0h_5b1v","HIV-1 reverse transcriptase","http://rdf.freebase.com/ns/m.0h_5b5c","1.9e-10",,"http://rdf.freebase.com/ns/m.0h_5b51","http://rdf.freebase.com/ns/m.0h_59ws"
"http://rdf.freebase.com/ns/m.0h_59z1","16194066-HIV-1 reverse transcriptase-Interaction-5","http://rdf.freebase.com/ns/m.0h_5b1v","HIV-1 reverse transcriptase","http://rdf.freebase.com/ns/m.0h_5bj4","1.8e-10",,"http://rdf.freebase.com/ns/m.0h_5b51","http://rdf.freebase.com/ns/m.0h_59ws"
"http://rdf.freebase.com/ns/m.0h_59z1","16194066-HIV-1 reverse transcriptase-Interaction-5","http://rdf.freebase.com/ns/m.0h_5bgy","16194066-HIV-1 reverse transcriptase-5","http://rdf.freebase.com/ns/m.0h_5bj4","1.8e-10",,"http://rdf.freebase.com/ns/m.0h_5b51","http://rdf.freebase.com/ns/m.0h_59ws"
"http://rdf.freebase.com/ns/m.0h_5bzn","16189080-Salmonella enterica type IVB pili-Interaction-1","http://rdf.freebase.com/ns/m.0h_5c0m","Salmonella enterica type IVB pili","http://rdf.freebase.com/ns/m.0h_5c23","8.56e-09",,"http://rdf.freebase.com/ns/m.0h_5c1w","http://rdf.freebase.com/ns/m.0h_5byh"
"http://rdf.freebase.com/ns/m.0h_5bzn","16189080-Salmonella enterica type IVB pili-Interaction-1","http://rdf.freebase.com/ns/m.0h_5c0w","16189080-Salmonella enterica type IVB pili-1","http://rdf.freebase.com/ns/m.0h_5c23","8.56e-09",,"http://rdf.freebase.com/ns/m.0h_5c1w","http://rdf.freebase.com/ns/m.0h_5byh"
"http://rdf.freebase.com/ns/m.0h_5c63","15999244-L-Histidine-Interaction-1","http://rdf.freebase.com/ns/m.0h1tz","Histidine","http://rdf.freebase.com/ns/m.0h_5cg2","8e-06",,"http://rdf.freebase.com/ns/m.0h_5cff","http://rdf.freebase.com/ns/m.0h_5c4p"
"http://rdf.freebase.com/ns/m.0h_5c63","15999244-L-Histidine-Interaction-1","http://rdf.freebase.com/ns/m.0h_5cb6","15999244-L-Histidine-1","http://rdf.freebase.com/ns/m.0h_5cg2","8e-06",,"http://rdf.freebase.com/ns/m.0h_5cff","http://rdf.freebase.com/ns/m.0h_5c4p"
"http://rdf.freebase.com/ns/m.0h_5c6b","15999244-L-Histidine-Interaction-2","http://rdf.freebase.com/ns/m.0h1tz","Histidine","http://rdf.freebase.com/ns/m.0h_5ch9","1.2e-05",,"http://rdf.freebase.com/ns/m.0h_5cff","http://rdf.freebase.com/ns/m.0h_5c4p"
"http://rdf.freebase.com/ns/m.0h_5c6b","15999244-L-Histidine-Interaction-2","http://rdf.freebase.com/ns/m.0h_5cgs","15999244-L-Histidine-2","http://rdf.freebase.com/ns/m.0h_5ch9","1.2e-05",,"http://rdf.freebase.com/ns/m.0h_5cff","http://rdf.freebase.com/ns/m.0h_5c4p"
"http://rdf.freebase.com/ns/m.0h_5dws","16131593-Escherichia coli CsrA-Interaction-1","http://rdf.freebase.com/ns/m.0h_5f0v","Escherichia coli CsrA","http://rdf.freebase.com/ns/m.0h_5f3k","8.3e-09",,"http://rdf.freebase.com/ns/m.0h_5f38","http://rdf.freebase.com/ns/m.0h_5ds1"
"http://rdf.freebase.com/ns/m.0h_5dws","16131593-Escherichia coli CsrA-Interaction-1","http://rdf.freebase.com/ns/m.0h_5f12","16131593-Escherichia coli CsrA-1","http://rdf.freebase.com/ns/m.0h_5f3k","8.3e-09",,"http://rdf.freebase.com/ns/m.0h_5f38","http://rdf.freebase.com/ns/m.0h_5ds1"
"http://rdf.freebase.com/ns/m.0hn69q7","20093103-cyanine dye cy3-Interaction-2","http://rdf.freebase.com/ns/m.0hn69r9","Cyanine dye cy3","http://rdf.freebase.com/ns/m.0hn69ty","0.0",,"http://rdf.freebase.com/ns/m.0hn69rl","http://rdf.freebase.com/ns/m.0hn69p5"
"http://rdf.freebase.com/ns/m.0hn69q7","20093103-cyanine dye cy3-Interaction-2","http://rdf.freebase.com/ns/m.0hn69tn","20093103-cyanine dye cy3-Ma-1","http://rdf.freebase.com/ns/m.0hn69ty","0.0",,"http://rdf.freebase.com/ns/m.0hn69rl","http://rdf.freebase.com/ns/m.0hn69p5"
"http://rdf.freebase.com/ns/m.0hn6bqj","20300533-NgR-Interaction-3","http://rdf.freebase.com/ns/m.0hn6bs4","Nogo-66 Receptor","http://rdf.freebase.com/ns/m.0hn6c4j","0.0",,"http://rdf.freebase.com/ns/m.0hn6bs_","http://rdf.freebase.com/ns/m.0hn6bnx"
"http://rdf.freebase.com/ns/m.0hn6bqj","20300533-NgR-Interaction-3","http://rdf.freebase.com/ns/m.0hn6c3_","20300533-NgR-3","http://rdf.freebase.com/ns/m.0hn6c4j","0.0",,"http://rdf.freebase.com/ns/m.0hn6bs_","http://rdf.freebase.com/ns/m.0hn6bnx"
"http://rdf.freebase.com/ns/m.0hn6bqr","20300533-NgR-Interaction-4","http://rdf.freebase.com/ns/m.0hn6bs4","Nogo-66 Receptor","http://rdf.freebase.com/ns/m.0hn6csw","0.0",,"http://rdf.freebase.com/ns/m.0hn6bs_","http://rdf.freebase.com/ns/m.0hn6bnx"
"http://rdf.freebase.com/ns/m.0hn6bqr","20300533-NgR-Interaction-4","http://rdf.freebase.com/ns/m.0hn6cv2","20300533-NgR-4","http://rdf.freebase.com/ns/m.0hn6csw","0.0",,"http://rdf.freebase.com/ns/m.0hn6bs_","http://rdf.freebase.com/ns/m.0hn6bnx"
"http://rdf.freebase.com/ns/m.0hn6bqz","20300533-NgR-Interaction-5","http://rdf.freebase.com/ns/m.0hn6bs4","Nogo-66 Receptor","http://rdf.freebase.com/ns/m.0hn6d55","0.0",,"http://rdf.freebase.com/ns/m.0hn6bs_","http://rdf.freebase.com/ns/m.0hn6bnx"
"http://rdf.freebase.com/ns/m.0hn6bqz","20300533-NgR-Interaction-5","http://rdf.freebase.com/ns/m.0hn6d48","20300533-NgR-5","http://rdf.freebase.com/ns/m.0hn6d55","0.0",,"http://rdf.freebase.com/ns/m.0hn6bs_","http://rdf.freebase.com/ns/m.0hn6bnx"
"http://rdf.freebase.com/ns/m.0hn6br5","20300533-NgR-Interaction-2","http://rdf.freebase.com/ns/m.0hn6bs4","Nogo-66 Receptor","http://rdf.freebase.com/ns/m.0hn6cf2","0.0",,"http://rdf.freebase.com/ns/m.0hn6bs_","http://rdf.freebase.com/ns/m.0hn6bnx"
"http://rdf.freebase.com/ns/m.0hn6br5","20300533-NgR-Interaction-2","http://rdf.freebase.com/ns/m.0hn6cdj","20300533-NgR-2","http://rdf.freebase.com/ns/m.0hn6cf2","0.0",,"http://rdf.freebase.com/ns/m.0hn6bs_","http://rdf.freebase.com/ns/m.0hn6bnx"
"http://rdf.freebase.com/ns/m.0hn6brd","20300533-NgR-Interaction-1","http://rdf.freebase.com/ns/m.0hn6bs4","Nogo-66 Receptor","http://rdf.freebase.com/ns/m.0hn6bt7","0.0",,"http://rdf.freebase.com/ns/m.0hn6bs_","http://rdf.freebase.com/ns/m.0hn6bnx"
"http://rdf.freebase.com/ns/m.0hn6brd","20300533-NgR-Interaction-1","http://rdf.freebase.com/ns/m.0hn6c7s","20300533-NgR-1","http://rdf.freebase.com/ns/m.0hn6bt7","0.0",,"http://rdf.freebase.com/ns/m.0hn6bs_","http://rdf.freebase.com/ns/m.0hn6bnx"
"http://rdf.freebase.com/ns/m.0hnhfh0","21076782-L-Tryptophan-Interaction-2","http://rdf.freebase.com/ns/m.0fzjh","Tryptophan","http://rdf.freebase.com/ns/m.0hnjcg9","0.0",,"http://rdf.freebase.com/ns/m.0hnhgz4","http://rdf.freebase.com/ns/m.0hnhdgy"
"http://rdf.freebase.com/ns/m.0hnhfh0","21076782-L-Tryptophan-Interaction-2","http://rdf.freebase.com/ns/m.0hnhhn_","21076782-L-Tryptophan-Ma-1","http://rdf.freebase.com/ns/m.0hnjcg9","0.0",,"http://rdf.freebase.com/ns/m.0hnhgz4","http://rdf.freebase.com/ns/m.0hnhdgy"
"http://rdf.freebase.com/ns/m.0hp3xfy","20870801-ATP-Interaction-1","http://rdf.freebase.com/ns/m.0hp3xk2","20870801-ATP-1","http://rdf.freebase.com/ns/m.0hp3xl9","0.0",,"http://rdf.freebase.com/ns/m.0hp3xkc","http://rdf.freebase.com/ns/m.0hp3x98"
"http://rdf.freebase.com/ns/m.0hp3xfy","20870801-ATP-Interaction-1","http://rdf.freebase.com/ns/m.0t9s","Adenosine triphosphate","http://rdf.freebase.com/ns/m.0hp3xl9","0.0",,"http://rdf.freebase.com/ns/m.0hp3xkc","http://rdf.freebase.com/ns/m.0hp3x98"
"http://rdf.freebase.com/ns/m.0hp3xg4","20870801-ATP-Interaction-2","http://rdf.freebase.com/ns/m.0hp481v","20870801-ATP-2","http://rdf.freebase.com/ns/m.0hp3yjf","0.0",,"http://rdf.freebase.com/ns/m.0hp3xkc","http://rdf.freebase.com/ns/m.0hp3x98"
"http://rdf.freebase.com/ns/m.0hp3xg4","20870801-ATP-Interaction-2","http://rdf.freebase.com/ns/m.0t9s","Adenosine triphosphate","http://rdf.freebase.com/ns/m.0hp3yjf","0.0",,"http://rdf.freebase.com/ns/m.0hp3xkc","http://rdf.freebase.com/ns/m.0hp3x98"
"http://rdf.freebase.com/ns/m.0hp48jm","20153201-streptavidin-Interaction-2","http://rdf.freebase.com/ns/m.0hp48kn","20153201-streptavidin-Ma-1","http://rdf.freebase.com/ns/m.0hp48mt","0.0",,"http://rdf.freebase.com/ns/m.0hp48f4","http://rdf.freebase.com/ns/m.0hp48bc"
"http://rdf.freebase.com/ns/m.0hqg2qw","21238427-GST-E7-Interaction-7","http://rdf.freebase.com/ns/m.0hqg8n4","E7 papillomavirus oncoprotein","http://rdf.freebase.com/ns/m.0hshwp_","0.0",,"http://rdf.freebase.com/ns/m.0hsbw64","http://rdf.freebase.com/ns/m.0hqg2jf"
"http://rdf.freebase.com/ns/m.0hqg2qw","21238427-GST-E7-Interaction-7","http://rdf.freebase.com/ns/m.0hshvc8","21238427-GST-E7-7","http://rdf.freebase.com/ns/m.0hshwp_","0.0",,"http://rdf.freebase.com/ns/m.0hsbw64","http://rdf.freebase.com/ns/m.0hqg2jf"
"http://rdf.freebase.com/ns/m.0hqg2r2","21238427-GST-E7-Interaction-2","http://rdf.freebase.com/ns/m.0hqg8n4","E7 papillomavirus oncoprotein","http://rdf.freebase.com/ns/m.0hschpt","0.0",,"http://rdf.freebase.com/ns/m.0hsbw64","http://rdf.freebase.com/ns/m.0hqg2jf"
"http://rdf.freebase.com/ns/m.0hqg2r2","21238427-GST-E7-Interaction-2","http://rdf.freebase.com/ns/m.0hscgm6","21238427-GST-E7-2","http://rdf.freebase.com/ns/m.0hschpt","0.0",,"http://rdf.freebase.com/ns/m.0hsbw64","http://rdf.freebase.com/ns/m.0hqg2jf"
"http://rdf.freebase.com/ns/m.0hqg2r9","21238427-GST-E7-Interaction-1","http://rdf.freebase.com/ns/m.0hqg84j","21238427-GST-E7-1","http://rdf.freebase.com/ns/m.0hqg8db","0.0",,"http://rdf.freebase.com/ns/m.0hsbw64","http://rdf.freebase.com/ns/m.0hqg2jf"
"http://rdf.freebase.com/ns/m.0hqg2r9","21238427-GST-E7-Interaction-1","http://rdf.freebase.com/ns/m.0hqg8n4","E7 papillomavirus oncoprotein","http://rdf.freebase.com/ns/m.0hqg8db","0.0",,"http://rdf.freebase.com/ns/m.0hsbw64","http://rdf.freebase.com/ns/m.0hqg2jf"
"http://rdf.freebase.com/ns/m.0hqg2rj","21238427-GST-E7-Interaction-3","http://rdf.freebase.com/ns/m.0hqg8n4","E7 papillomavirus oncoprotein","http://rdf.freebase.com/ns/m.0hsfcvb","0.0",,"http://rdf.freebase.com/ns/m.0hsbw64","http://rdf.freebase.com/ns/m.0hqg2jf"
"http://rdf.freebase.com/ns/m.0hqg2rj","21238427-GST-E7-Interaction-3","http://rdf.freebase.com/ns/m.0hsf6ft","21238427-GST-E7-3","http://rdf.freebase.com/ns/m.0hsfcvb","0.0",,"http://rdf.freebase.com/ns/m.0hsbw64","http://rdf.freebase.com/ns/m.0hqg2jf"
"http://rdf.freebase.com/ns/m.0hqg2rr","21238427-GST-E7-Interaction-4","http://rdf.freebase.com/ns/m.0hqg8n4","E7 papillomavirus oncoprotein","http://rdf.freebase.com/ns/m.0hsfvzs","0.0",,"http://rdf.freebase.com/ns/m.0hsbw64","http://rdf.freebase.com/ns/m.0hqg2jf"
"http://rdf.freebase.com/ns/m.0hqg2rr","21238427-GST-E7-Interaction-4","http://rdf.freebase.com/ns/m.0hsftzw","21238427-GST-E7-4","http://rdf.freebase.com/ns/m.0hsfvzs","0.0",,"http://rdf.freebase.com/ns/m.0hsbw64","http://rdf.freebase.com/ns/m.0hqg2jf"
"http://rdf.freebase.com/ns/m.0hqg2rz","21238427-GST-E7-Interaction-6","http://rdf.freebase.com/ns/m.0hqg8n4","E7 papillomavirus oncoprotein","http://rdf.freebase.com/ns/m.0hshq2z","0.0",,"http://rdf.freebase.com/ns/m.0hsbw64","http://rdf.freebase.com/ns/m.0hqg2jf"
"http://rdf.freebase.com/ns/m.0hqg2rz","21238427-GST-E7-Interaction-6","http://rdf.freebase.com/ns/m.0hsgxc_","21238427-GST-E7-6","http://rdf.freebase.com/ns/m.0hshq2z","0.0",,"http://rdf.freebase.com/ns/m.0hsbw64","http://rdf.freebase.com/ns/m.0hqg2jf"
"http://rdf.freebase.com/ns/m.0hqg2s5","21238427-GST-E7-Interaction-5","http://rdf.freebase.com/ns/m.0hqg8n4","E7 papillomavirus oncoprotein","http://rdf.freebase.com/ns/m.0hsgdjl","0.0",,"http://rdf.freebase.com/ns/m.0hsbw64","http://rdf.freebase.com/ns/m.0hqg2jf"
"http://rdf.freebase.com/ns/m.0hqg2s5","21238427-GST-E7-Interaction-5","http://rdf.freebase.com/ns/m.0hsgb10","21238427-GST-E7-5","http://rdf.freebase.com/ns/m.0hsgdjl","0.0",,"http://rdf.freebase.com/ns/m.0hsbw64","http://rdf.freebase.com/ns/m.0hqg2jf"
"http://rdf.freebase.com/ns/m.0ht0633","20545348-TetR-Interaction-10","http://rdf.freebase.com/ns/m.0ht60yz","20545348-TetR-Ma-2","http://rdf.freebase.com/ns/m.0ht7mc2","0.0",,"http://rdf.freebase.com/ns/m.0ht1875","http://rdf.freebase.com/ns/m.0hs_6b5"
"http://rdf.freebase.com/ns/m.0ht063c","20545348-TetR-Interaction-11","http://rdf.freebase.com/ns/m.0ht68f9","20545348-TetR-Ma-3","http://rdf.freebase.com/ns/m.0ht7y6k","0.0",,"http://rdf.freebase.com/ns/m.0ht1875","http://rdf.freebase.com/ns/m.0hs_6b5"
"http://rdf.freebase.com/ns/m.0ht063l","20545348-TetR-Interaction-4","http://rdf.freebase.com/ns/m.0ht64sm","20545348-TetR-4","http://rdf.freebase.com/ns/m.0ht668y","0.0",,"http://rdf.freebase.com/ns/m.0ht1875","http://rdf.freebase.com/ns/m.0hs_6b5"
"http://rdf.freebase.com/ns/m.0ht063t","20545348-TetR-Interaction-2","http://rdf.freebase.com/ns/m.0ht2mfc","20545348-TetR-2","http://rdf.freebase.com/ns/m.0ht2kxc","0.0",,"http://rdf.freebase.com/ns/m.0ht1875","http://rdf.freebase.com/ns/m.0hs_6b5"
"http://rdf.freebase.com/ns/m.0ht0640","20545348-TetR-Interaction-7","http://rdf.freebase.com/ns/m.0ht6y6s","20545348-TetR-7","http://rdf.freebase.com/ns/m.0ht6z19","0.0",,"http://rdf.freebase.com/ns/m.0ht1875","http://rdf.freebase.com/ns/m.0hs_6b5"
"http://rdf.freebase.com/ns/m.0ht0648","20545348-TetR-Interaction-6","http://rdf.freebase.com/ns/m.0ht6q2q","20545348-TetR-6","http://rdf.freebase.com/ns/m.0ht6r07","0.0",,"http://rdf.freebase.com/ns/m.0ht1875","http://rdf.freebase.com/ns/m.0hs_6b5"
"http://rdf.freebase.com/ns/m.0ht064h","20545348-TetR-Interaction-3","http://rdf.freebase.com/ns/m.0ht5wt_","20545348-TetR-3","http://rdf.freebase.com/ns/m.0ht5xww","0.0",,"http://rdf.freebase.com/ns/m.0ht1875","http://rdf.freebase.com/ns/m.0hs_6b5"
"http://rdf.freebase.com/ns/m.0ht064q","20545348-TetR-Interaction-9","http://rdf.freebase.com/ns/m.0ht7bl3","20545348-TetR-Ma-1","http://rdf.freebase.com/ns/m.0ht7dmt","0.0",,"http://rdf.freebase.com/ns/m.0ht1875","http://rdf.freebase.com/ns/m.0hs_6b5"
"http://rdf.freebase.com/ns/m.0ht0654","20545348-TetR-Interaction-5","http://rdf.freebase.com/ns/m.0ht6g28","20545348-TetR-5","http://rdf.freebase.com/ns/m.0ht6h1h","0.0",,"http://rdf.freebase.com/ns/m.0ht1875","http://rdf.freebase.com/ns/m.0hs_6b5"
"http://rdf.freebase.com/ns/m.0ht065d","20545348-TetR-Interaction-1","http://rdf.freebase.com/ns/m.0ht15zf","20545348-TetR-1","http://rdf.freebase.com/ns/m.0ht18zs","0.0",,"http://rdf.freebase.com/ns/m.0ht1875","http://rdf.freebase.com/ns/m.0hs_6b5"
"http://rdf.freebase.com/ns/m.0ht066v","20545348-TetR-Interaction-8","http://rdf.freebase.com/ns/m.0ht7453","20545348-TetR-8","http://rdf.freebase.com/ns/m.0ht756c","0.0",,"http://rdf.freebase.com/ns/m.0ht1875","http://rdf.freebase.com/ns/m.0hs_6b5"
"http://rdf.freebase.com/ns/m.0hy_4w8","20873781-VV-HeLa cells-Interaction-4","http://rdf.freebase.com/ns/m.0hy_cw9","Vaccinia Virus-Infected HeLa Cell Glycosylated Hemagglutinin Surface Protein","http://rdf.freebase.com/ns/m.0hy_cjj","0.0",,"http://rdf.freebase.com/ns/m.0hy_b_5","http://rdf.freebase.com/ns/m.0hy_4vf"
"http://rdf.freebase.com/ns/m.0hy_4w8","20873781-VV-HeLa cells-Interaction-4","http://rdf.freebase.com/ns/m.0hy_d4x","20873781-VV-HeLa cells-4","http://rdf.freebase.com/ns/m.0hy_cjj","0.0",,"http://rdf.freebase.com/ns/m.0hy_b_5","http://rdf.freebase.com/ns/m.0hy_4vf"
"http://rdf.freebase.com/ns/m.0hy_4wh","20873781-VV-HeLa cells-Interaction-3","http://rdf.freebase.com/ns/m.0hy_cw9","Vaccinia Virus-Infected HeLa Cell Glycosylated Hemagglutinin Surface Protein","http://rdf.freebase.com/ns/m.0hy_cjr","0.0",,"http://rdf.freebase.com/ns/m.0hy_b_5","http://rdf.freebase.com/ns/m.0hy_4vf"
"http://rdf.freebase.com/ns/m.0hy_4wh","20873781-VV-HeLa cells-Interaction-3","http://rdf.freebase.com/ns/m.0hy_d36","20873781-VV-HeLa cells-3","http://rdf.freebase.com/ns/m.0hy_cjr","0.0",,"http://rdf.freebase.com/ns/m.0hy_b_5","http://rdf.freebase.com/ns/m.0hy_4vf"
"http://rdf.freebase.com/ns/m.0hy_4wq","20873781-VV-HeLa cells-Interaction-2","http://rdf.freebase.com/ns/m.0hy_cw9","Vaccinia Virus-Infected HeLa Cell Glycosylated Hemagglutinin Surface Protein","http://rdf.freebase.com/ns/m.0hy_cj9","0.0",,"http://rdf.freebase.com/ns/m.0hy_b_5","http://rdf.freebase.com/ns/m.0hy_4vf"
"http://rdf.freebase.com/ns/m.0hy_4wq","20873781-VV-HeLa cells-Interaction-2","http://rdf.freebase.com/ns/m.0hy_d1v","20873781-VV-HeLa cells-2","http://rdf.freebase.com/ns/m.0hy_cj9","0.0",,"http://rdf.freebase.com/ns/m.0hy_b_5","http://rdf.freebase.com/ns/m.0hy_4vf"
"http://rdf.freebase.com/ns/m.0hy_4wy","20873781-VV-HeLa cells-Interaction-1","http://rdf.freebase.com/ns/m.0hy_57m","20873781-VV-HeLa cells-1","http://rdf.freebase.com/ns/m.0hy_b_f","0.0",,"http://rdf.freebase.com/ns/m.0hy_b_5","http://rdf.freebase.com/ns/m.0hy_4vf"
"http://rdf.freebase.com/ns/m.0hy_4wy","20873781-VV-HeLa cells-Interaction-1","http://rdf.freebase.com/ns/m.0hy_cw9","Vaccinia Virus-Infected HeLa Cell Glycosylated Hemagglutinin Surface Protein","http://rdf.freebase.com/ns/m.0hy_b_f","0.0",,"http://rdf.freebase.com/ns/m.0hy_b_5","http://rdf.freebase.com/ns/m.0hy_4vf"
"http://rdf.freebase.com/ns/m.0hybq5_","20971648-rHuEPO-a-Interaction-4","http://rdf.freebase.com/ns/m.0hybqd6","Recombinant Human Erythropoietin-a","http://rdf.freebase.com/ns/m.0hybqv2","0.0",,"http://rdf.freebase.com/ns/m.0hybqnm","http://rdf.freebase.com/ns/m.0hybq2x"
"http://rdf.freebase.com/ns/m.0hybq5_","20971648-rHuEPO-a-Interaction-4","http://rdf.freebase.com/ns/m.0hybr25","20971648-rHuEPO-a-Ma-1","http://rdf.freebase.com/ns/m.0hybqv2","0.0",,"http://rdf.freebase.com/ns/m.0hybqnm","http://rdf.freebase.com/ns/m.0hybq2x"
"http://rdf.freebase.com/ns/m.0hybq66","20971648-rHuEPO-a-Interaction-2","http://rdf.freebase.com/ns/m.0hybqd6","Recombinant Human Erythropoietin-a","http://rdf.freebase.com/ns/m.0hybqtw","0.0",,"http://rdf.freebase.com/ns/m.0hybqnm","http://rdf.freebase.com/ns/m.0hybq2x"
"http://rdf.freebase.com/ns/m.0hybq66","20971648-rHuEPO-a-Interaction-2","http://rdf.freebase.com/ns/m.0hybrpf","20971648-rHuEPO-a-2","http://rdf.freebase.com/ns/m.0hybqtw","0.0",,"http://rdf.freebase.com/ns/m.0hybqnm","http://rdf.freebase.com/ns/m.0hybq2x"
"http://rdf.freebase.com/ns/m.0hybq6f","20971648-rHuEPO-a-Interaction-3","http://rdf.freebase.com/ns/m.0hybqd6","Recombinant Human Erythropoietin-a","http://rdf.freebase.com/ns/m.0hybqtn","0.0",,"http://rdf.freebase.com/ns/m.0hybqnm","http://rdf.freebase.com/ns/m.0hybq2x"
"http://rdf.freebase.com/ns/m.0hybq6f","20971648-rHuEPO-a-Interaction-3","http://rdf.freebase.com/ns/m.0hybswk","20971648-rHuEPO-a-3","http://rdf.freebase.com/ns/m.0hybqtn","0.0",,"http://rdf.freebase.com/ns/m.0hybqnm","http://rdf.freebase.com/ns/m.0hybq2x"
"http://rdf.freebase.com/ns/m.0hybq6n","20971648-rHuEPO-a-Interaction-1","http://rdf.freebase.com/ns/m.0hybqcz","20971648-rHuEPO-a-1","http://rdf.freebase.com/ns/m.0hybqq9","0.0",,"http://rdf.freebase.com/ns/m.0hybqnm","http://rdf.freebase.com/ns/m.0hybq2x"
"http://rdf.freebase.com/ns/m.0hybq6n","20971648-rHuEPO-a-Interaction-1","http://rdf.freebase.com/ns/m.0hybqd6","Recombinant Human Erythropoietin-a","http://rdf.freebase.com/ns/m.0hybqq9","0.0",,"http://rdf.freebase.com/ns/m.0hybqnm","http://rdf.freebase.com/ns/m.0hybq2x"
"http://rdf.freebase.com/ns/m.0hybq6w","20971648-rHuEPO-a-Interaction-5","http://rdf.freebase.com/ns/m.0hybqd6","Recombinant Human Erythropoietin-a","http://rdf.freebase.com/ns/m.0hybqtf","0.0",,"http://rdf.freebase.com/ns/m.0hybqnm","http://rdf.freebase.com/ns/m.0hybq2x"
"http://rdf.freebase.com/ns/m.0hybq6w","20971648-rHuEPO-a-Interaction-5","http://rdf.freebase.com/ns/m.0hybr2h","20971648-rHuEPO-a-Ma-2","http://rdf.freebase.com/ns/m.0hybqtf","0.0",,"http://rdf.freebase.com/ns/m.0hybqnm","http://rdf.freebase.com/ns/m.0hybq2x"
"http://rdf.freebase.com/ns/m.0hyhr0p","20452328-BoNT-A-Interaction-1","http://rdf.freebase.com/ns/m.0hyltg4","20452328-BoNT-A-1","http://rdf.freebase.com/ns/m.0hyn1hs","0.0",,"http://rdf.freebase.com/ns/m.0hylwcb","http://rdf.freebase.com/ns/m.0hygp_s"
"http://rdf.freebase.com/ns/m.0hyhr0p","20452328-BoNT-A-Interaction-1","http://rdf.freebase.com/ns/m.0hyltgm","Botulinum neurotoxin a","http://rdf.freebase.com/ns/m.0hyn1hs","0.0",,"http://rdf.freebase.com/ns/m.0hylwcb","http://rdf.freebase.com/ns/m.0hygp_s"
"http://rdf.freebase.com/ns/m.0hyhr1b","20452328-BoNT-A-Interaction-2","http://rdf.freebase.com/ns/m.0hyltgm","Botulinum neurotoxin a","http://rdf.freebase.com/ns/m.0hyn1jw","0.0",,"http://rdf.freebase.com/ns/m.0hylwcb","http://rdf.freebase.com/ns/m.0hygp_s"
"http://rdf.freebase.com/ns/m.0hyhr1b","20452328-BoNT-A-Interaction-2","http://rdf.freebase.com/ns/m.0hyn2lh","20452328-BoNT-A-2","http://rdf.freebase.com/ns/m.0hyn1jw","0.0",,"http://rdf.freebase.com/ns/m.0hylwcb","http://rdf.freebase.com/ns/m.0hygp_s"
"http://rdf.freebase.com/ns/m.0hyhr1k","20452328-BoNT-A-Interaction-3","http://rdf.freebase.com/ns/m.0hyltgm","Botulinum neurotoxin a","http://rdf.freebase.com/ns/m.0hyn1jn","0.0",,"http://rdf.freebase.com/ns/m.0hylwcb","http://rdf.freebase.com/ns/m.0hygp_s"
"http://rdf.freebase.com/ns/m.0hyhr1k","20452328-BoNT-A-Interaction-3","http://rdf.freebase.com/ns/m.0hyn2sz","20452328-BoNT-A-3","http://rdf.freebase.com/ns/m.0hyn1jn","0.0",,"http://rdf.freebase.com/ns/m.0hylwcb","http://rdf.freebase.com/ns/m.0hygp_s"
"http://rdf.freebase.com/ns/m.0hyn32_","20022942-factorXa-Interaction-1","http://rdf.freebase.com/ns/m.0hyn49c","20022942-factorXa-1","http://rdf.freebase.com/ns/m.0hyn4qr","0.0",,"http://rdf.freebase.com/ns/m.0hyn4qg","http://rdf.freebase.com/ns/m.0hyn31s"
"http://rdf.freebase.com/ns/m.0hyzvr8","20095591-TFIIIAp43-Interaction-12","http://rdf.freebase.com/ns/m.0hy_2j6","20095591-TFIIIAp43-4","http://rdf.freebase.com/ns/m.0hy_1w3","0.0",,"http://rdf.freebase.com/ns/m.0hyzwy6","http://rdf.freebase.com/ns/m.0hyzvmp"
"http://rdf.freebase.com/ns/m.0hyzvr8","20095591-TFIIIAp43-Interaction-12","http://rdf.freebase.com/ns/m.0hy_3tk","Zinc Finger Protein p1-4","http://rdf.freebase.com/ns/m.0hy_1w3","0.0",,"http://rdf.freebase.com/ns/m.0hyzwy6","http://rdf.freebase.com/ns/m.0hyzvmp"
"http://rdf.freebase.com/ns/m.0hyzvrh","20095591-TFIIIAp43-Interaction-7","http://rdf.freebase.com/ns/m.0hy_2fm","20095591-TFIIIAp43-3","http://rdf.freebase.com/ns/m.0hy_1wb","0.0",,"http://rdf.freebase.com/ns/m.0hyzwy6","http://rdf.freebase.com/ns/m.0hyzvmp"
